,decade,z_base,count,d,viz_decade
550,2011,2.607,203,0.017185912631222485,2011-2020
551,2011,2.706,222,0.018794446325770403,2011-2020
552,2011,2.806,171,0.014476803250931257,2011-2020
553,2011,2.906,164,0.01388418557399255,2011-2020
554,2011,3.005,163,0.013799525905858449,2011-2020
555,2011,3.105,153,0.01295292922451744,2011-2020
556,2011,3.205,98,0.00829664747714189,2011-2020
557,2011,3.304,127,0.010751777853030817,2011-2020
558,2011,3.404,119,0.010074500507958009,2011-2020
559,2011,3.503,103,0.008719945817812394,2011-2020
560,2011,3.603,87,0.00736539112766678,2011-2020
561,2011,3.703,73,0.0061801557737893665,2011-2020
562,2011,3.802,75,0.006349475110057568,2011-2020
563,2011,3.902,54,0.004571622079241449,2011-2020
564,2011,4.002,55,0.00465628174737555,2011-2020
565,2011,4.101,63,0.005333559092448358,2011-2020
566,2011,4.201,38,0.0032170673890958346,2011-2020
567,2011,4.3,34,0.0028784287165594313,2011-2020
568,2011,4.4,24,0.002031832035218422,2011-2020
569,2011,4.5,25,0.002116491703352523,2011-2020
570,2011,4.599,24,0.002031832035218422,2011-2020
571,2011,4.699,25,0.002116491703352523,2011-2020
572,2011,4.799,25,0.002116491703352523,2011-2020
573,2011,4.898,28,0.0023704707077548256,2011-2020
